session_id,scenario_name,allocation_type,fund_a,fund_b,actual_return_a,actual_return_b,new_trial_num
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,11,89,0.0117389035369086,0.0265607721145525,40
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0.0117389035369086,0.0265607721145525,40
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.0117489036864865,-0.0057265756907807,41
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,37,63,0.0117489036864865,-0.0057265756907807,41
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0.0117489036864865,-0.0057265756907807,41
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.0103091471450259,0.0572285689770025,42
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,8,92,0.0103091471450259,0.0572285689770025,42
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0.0103091471450259,0.0572285689770025,42
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.00832942780407284,-0.10465831882282,43
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,46,54,0.00832942780407284,-0.10465831882282,43
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,46,54,0.00832942780407284,-0.10465831882282,43
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0.00832942780407284,-0.10465831882282,43
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.00503979641107192,0.0220925054879728,44
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,83,17,0.00503979641107192,0.0220925054879728,44
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0.00503979641107192,0.0220925054879728,44
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.00482981415957211,-0.0759416119153917,45
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,66,34,0.00482981415957211,-0.0759416119153917,45
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0.00482981415957211,-0.0759416119153917,45
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.00356989395436087,-0.309429180761846,46
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,36,64,0.00356989395436087,-0.309429180761846,46
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0.00356989395436087,-0.309429180761846,46
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.000209998950008376,-0.144380346554072,47
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,71,29,0.000209998950008376,-0.144380346554072,47
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0.000209998950008376,-0.144380346554072,47
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.000619996900024728,0.0606480006551142,48
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,96,4,0.000619996900024728,0.0606480006551142,48
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0.000619996900024728,0.0606480006551142,48
